Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2,Lng
Buccaneers,490.0,297.0,60.6,5.6,2728.0,18.0,16.0,158.0,32.2,33.0,,,,,,,,,,,,,,,,
Chargers,555.0,338.0,60.9,6.2,3412.0,20.0,30.0,185.0,33.3,42.0,,,,,,,,,,,,,,,,
Jaguars,543.0,319.0,58.8,6.3,3416.0,20.0,20.0,181.0,33.3,37.0,,,,,,,,,,,,,,,,
Titans,569.0,349.0,61.3,5.6,3187.0,21.0,22.0,165.0,29.0,40.0,,,,,,,,,,,,,,,,
Raiders,439.0,261.0,59.4,7.1,3132.0,17.0,18.0,156.0,35.5,27.0,,,,,,,,,,,,,,,,
Bills,567.0,354.0,62.4,6.7,3814.0,19.0,18.0,203.0,35.8,26.0,,,,,,,,,,,,,,,,
Steelers,536.0,292.0,54.5,5.3,2824.0,22.0,11.0,158.0,29.5,36.0,,,,,,,,,,,,,,,,
Vikings,646.0,415.0,64.2,6.5,4225.0,22.0,15.0,222.0,34.4,38.0,,,,,,,,,,,,,,,,
Titans,369.0,,,,,11.0,,,,,1478.0,4.0,80.0,21.7,,,,,,,,,,,,
Jaguars,390.0,,,,,12.0,,,,,1605.0,4.1,92.0,23.6,,,,,,,,,,,,
Steelers,361.0,,,,,6.0,,,,,1438.0,4.0,74.0,20.5,,,,,,,,,,,,
Raiders,486.0,,,,,24.0,,,,,2334.0,4.8,121.0,24.9,,,,,,,,,,,,
Redskins,391.0,,,,,10.0,,,,,1460.0,3.7,89.0,22.8,,,,,,,,,,,,
Vikings,379.0,,,,,7.0,,,,,1185.0,3.1,67.0,17.7,,,,,,,,,,,,
Chargers,416.0,,,,,11.0,,,,,1712.0,4.1,89.0,21.4,,,,,,,,,,,,
Giants,408.0,,,,,12.0,,,,,1563.0,3.8,83.0,20.3,,,,,,,,,,,,
Panthers,472.0,,,,,13.0,,,,,1771.0,3.8,100.0,21.2,,,,,,,,,,,,
Patriots,360.0,,,,,7.0,,,,,1572.0,4.4,91.0,25.3,,,,,,,,,,,,
Buccaneers,454.0,,,,,11.0,,,,,1726.0,3.8,93.0,20.5,,,,,,,,,,,,
Bills,454.0,,,,,15.0,,,,,1993.0,4.4,104.0,22.9,,,,,,,,,,,,
Ravens,446.0,,,,,9.0,,,,,1268.0,2.8,69.0,15.5,,,,,,,,,,,,
Colts,454.0,,,,,10.0,,,,,1711.0,3.8,111.0,24.4,,,,,,,,,,,,
Jets,517.0,,,,,14.0,,,,,2156.0,4.2,128.0,24.8,,,,,,,,,,,,
Browns,460.0,,,,,8.0,,,,,2072.0,4.5,100.0,21.7,,,,,,,,,,,,
Seahawks,422.0,,,,,16.0,,,,,1644.0,3.9,78.0,18.5,,,,,,,,,,,,
Broncos,501.0,,,,,14.0,,,,,2282.0,4.6,119.0,23.8,,,,,,,,,,,,
Bears,454.0,,,,,17.0,,,,,1967.0,4.3,100.0,22.0,,,,,,,,,,,,
Eagles,403.0,,,,,10.0,,,,,1533.0,3.8,80.0,19.8,,,,,,,,,,,,
Cowboys,381.0,,,,,12.0,,,,,1513.0,4.0,86.0,22.6,,,,,,,,,,,,
Texans,417.0,,,,,15.0,,,,,1825.0,4.4,107.0,25.7,,,,,,,,,,,,
Bengals,449.0,,,,,11.0,,,,,1893.0,4.2,98.0,21.8,,,,,,,,,,,,
Rams,445.0,,,,,16.0,,,,,1844.0,4.1,105.0,23.6,,,,,,,,,,,,
Cardinals,407.0,,,,,13.0,,,,,1567.0,3.8,90.0,22.1,,,,,,,,,,,,
Saints,408.0,,,,,7.0,,,,,1646.0,4.0,80.0,19.6,,,,,,,,,,,,
Dolphins,544.0,,,,,18.0,,,,,2456.0,4.5,129.0,23.7,,,,,,,,,,,,
Packers,424.0,,,,,6.0,,,,,1647.0,3.9,77.0,18.2,,,,,,,,,,,,
Falcons,481.0,,,,,12.0,,,,,2033.0,4.2,105.0,21.8,,,,,,,,,,,,
Chiefs,481.0,,,,,11.0,,,,,2089.0,4.3,104.0,21.6,,,,,,,,,,,,
Niners,504.0,,,,,9.0,,,,,1896.0,3.8,94.0,18.6,,,,,,,,,,,,
Lions,448.0,,,,,19.0,,,,,1911.0,4.3,116.0,25.9,,,,,,,,,,,,
Falcons,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bills,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Panthers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bears,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bengals,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Browns,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Broncos,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Packers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Colts,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Jaguars,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chiefs,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Rams,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Raiders,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Dolphins,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Vikings,,,,,,,6.0,,,,,,,,0.0,0.0,,,,,,,,,,
Patriots,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,3.0,,,,,,,,0.0,1.0,,,,,,,,,,
Giants,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,6.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chargers,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Niners,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Seahawks,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Buccaneers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Redskins,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Bears,,,,,,,,,,,100.0,,22.0,,,,223.0,73.0,13.0,8.0,1036.0,,,,,
Falcons,,,,,,,,,,,105.0,,21.8,,,,210.0,78.0,21.0,11.0,1042.0,,,,,
Panthers,,,,,,,,,,,100.0,,21.2,,,,226.0,96.0,14.0,7.0,1032.0,,,,,
Ravens,,,,,,,,,,,69.0,,15.5,,,,224.0,82.0,13.0,7.0,968.0,,,,,
Chiefs,,,,,,,,,,,104.0,,21.6,,,,208.0,65.0,11.0,2.0,980.0,,,,,
Raiders,,,,,,,,,,,121.0,,24.9,,,,210.0,82.0,11.0,6.0,952.0,,,,,
Eagles,,,,,,,,,,,80.0,,19.8,,,,218.0,81.0,13.0,3.0,979.0,,,,,
Jets,,,,,,,,,,,128.0,,24.8,,,,211.0,89.0,10.0,8.0,1016.0,,,,,
Redskins,,,,,,,,,,,89.0,,22.8,,,,218.0,78.0,17.0,10.0,1026.0,,,,,
Rams,,,,,,,,,,,105.0,,23.6,,,,201.0,78.0,10.0,6.0,999.0,,,,,
Steelers,,,,,,,,,,,74.0,,20.5,,,,215.0,87.0,19.0,6.0,933.0,,,,,
Niners,,,,,,,,,,,94.0,,18.6,,,,241.0,97.0,13.0,7.0,1078.0,,,,,
Jaguars,,,,,,,,,,,92.0,,23.6,,,,201.0,80.0,23.0,11.0,970.0,,,,,
Giants,,,,,,,,,,,83.0,,20.3,,,,211.0,73.0,16.0,10.0,984.0,,,,,
Dolphins,,,,,,,,,,,129.0,,23.7,,,,208.0,98.0,10.0,6.0,983.0,,,,,
Titans,,,,,,,,,,,80.0,,21.7,,,,230.0,97.0,16.0,8.0,978.0,,,,,
Seahawks,,,,,,,,,,,78.0,,18.5,,,,232.0,88.0,17.0,5.0,1035.0,,,,,
Saints,,,,,,,,,,,80.0,,19.6,,,,206.0,86.0,19.0,7.0,964.0,,,,,
Chargers,,,,,,,,,,,89.0,,21.4,,,,211.0,83.0,26.0,9.0,1013.0,,,,,
Buccaneers,,,,,,,,,,,93.0,,20.5,,,,224.0,92.0,16.0,9.0,977.0,,,,,
Bengals,,,,,,,,,,,98.0,,21.8,,,,201.0,86.0,17.0,9.0,1011.0,,,,,
Browns,,,,,,,,,,,100.0,,21.7,,,,215.0,79.0,25.0,11.0,1066.0,,,,,
Colts,,,,,,,,,,,111.0,,24.4,,,,208.0,94.0,25.0,14.0,980.0,,,,,
Cardinals,,,,,,,,,,,90.0,,22.1,,,,218.0,87.0,15.0,7.0,1013.0,,,,,
Packers,,,,,,,,,,,77.0,,18.2,,,,209.0,69.0,24.0,9.0,994.0,,,,,
Vikings,,,,,,,,,,,67.0,,17.7,,,,234.0,94.0,18.0,7.0,1063.0,,,,,
Cowboys,,,,,,,,,,,86.0,,22.6,,,,216.0,85.0,18.0,10.0,1008.0,,,,,
Broncos,,,,,,,,,,,119.0,,23.8,,,,213.0,91.0,13.0,10.0,992.0,,,,,
Bills,,,,,,,,,,,104.0,,22.9,,,,224.0,101.0,22.0,10.0,1047.0,,,,,
Texans,,,,,,,,,,,107.0,,25.7,,,,198.0,83.0,16.0,8.0,994.0,,,,,
Patriots,,,,,,,,,,,91.0,,25.3,,,,187.0,63.0,20.0,11.0,933.0,,,,,
Lions,,,,,,,,,,,116.0,,25.9,,,,213.0,97.0,12.0,9.0,1087.0,,,,,
Buccaneers,,,,,,,,,,,,,,,0.0,,,,,,,27.0,0.0,,,
Lions,,,,,,,,,,,,,,,0.0,,,,,,,25.0,0.0,,,
Steelers,,,,,,,,,,,,,,,0.0,,,,,,,25.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,0.0,,,,,,,25.0,0.0,,,
Bears,,,,,,,,,,,,,,,0.0,,,,,,,24.0,0.0,,,
Vikings,,,,,,,,,,,,,,,0.0,,,,,,,22.0,0.0,,,
Broncos,,,,,,,,,,,,,,,0.0,,,,,,,21.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,0.0,,,,,,,20.0,0.0,,,
Colts,,,,,,,,,,,,,,,0.0,,,,,,,20.0,0.0,,,
Patriots,,,,,,,,,,,,,,,0.0,,,,,,,20.0,0.0,,,
Chargers,,,,,,,,,,,,,,,0.0,,,,,,,19.0,0.0,,,
Panthers,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Texans,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Redskins,,,,,,,,,,,,,,,0.0,,,,,,,18.0,0.0,,,
Rams,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Saints,,,,,,,,,,,,,,,0.0,,,,,,,17.0,0.0,,,
Falcons,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Bengals,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Titans,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Giants,,,,,,,,,,,,,,,0.0,,,,,,,16.0,0.0,,,
Jaguars,,,,,,,,,,,,,,,0.0,,,,,,,15.0,0.0,,,
Chiefs,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Dolphins,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,0.0,,,,,,,14.0,0.0,,,
Packers,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Raiders,,,,,,,,,,,,,,,0.0,,,,,,,13.0,0.0,,,
Bills,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Browns,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Niners,,,,,,,,,,,,,,,0.0,,,,,,,12.0,0.0,,,
Ravens,,,,,,,,,,,,,,,0.0,,,,,,,11.0,0.0,,,
Jets,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Eagles,,,,,,,,,,,,,,,0.0,,,,,,,10.0,0.0,,,
Chargers,,,,,,,30.0,,,,,,,,,,,,,,,,,2.0,311.0,70
Titans,,,,,,,22.0,,,,,,,,,,,,,,,,,2.0,358.0,76T
Colts,,,,,,,22.0,,,,,,,,,,,,,,,,,1.0,355.0,83T
Jaguars,,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,237.0,39
Seahawks,,,,,,,20.0,,,,,,,,,,,,,,,,,1.0,299.0,84T
Bengals,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,220.0,44T
Cowboys,,,,,,,19.0,,,,,,,,,,,,,,,,,2.0,331.0,70T
Packers,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,233.0,46T
Patriots,,,,,,,19.0,,,,,,,,,,,,,,,,,3.0,288.0,65
Bills,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,193.0,38T
Rams,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,200.0,52
Raiders,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,321.0,66T
Cardinals,,,,,,,18.0,,,,,,,,,,,,,,,,,6.0,551.0,71
Ravens,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,212.0,35T
Browns,,,,,,,17.0,,,,,,,,,,,,,,,,,1.0,216.0,100T
Lions,,,,,,,17.0,,,,,,,,,,,,,,,,,3.0,362.0,66
Falcons,,,,,,,16.0,,,,,,,,,,,,,,,,,0.0,174.0,33
Bears,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,235.0,85T
Buccaneers,,,,,,,16.0,,,,,,,,,,,,,,,,,1.0,89.0,29T
Vikings,,,,,,,15.0,,,,,,,,,,,,,,,,,6.0,298.0,93
Giants,,,,,,,15.0,,,,,,,,,,,,,,,,,3.0,204.0,43
Jets,,,,,,,15.0,,,,,,,,,,,,,,,,,0.0,110.0,36
Panthers,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,163.0,73T
Broncos,,,,,,,14.0,,,,,,,,,,,,,,,,,0.0,105.0,37
Chiefs,,,,,,,14.0,,,,,,,,,,,,,,,,,0.0,142.0,37
Dolphins,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,160.0,36T
Redskins,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,301.0,61
Saints,,,,,,,13.0,,,,,,,,,,,,,,,,,3.0,267.0,75
Niners,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,138.0,62
Texans,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,75.0,33
Eagles,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,111.0,49
Steelers,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,234.0,51
Saints,526.0,299.0,56.8,6.7,3547.0,21.0,15.0,180.0,34.2,28.0,,,,,,,,,,,,,,,,
Cardinals,517.0,323.0,62.5,6.8,3540.0,36.0,13.0,172.0,33.3,31.0,,,,,,,,,,,,,,,,
Broncos,495.0,333.0,67.3,7.4,3656.0,20.0,6.0,186.0,37.6,26.0,,,,,,,,,,,,,,,,
Eagles,525.0,284.0,54.1,5.6,2913.0,19.0,15.0,144.0,27.4,48.0,,,,,,,,,,,,,,,,
Colts,481.0,329.0,68.4,6.3,3009.0,6.0,15.0,165.0,34.3,30.0,,,,,,,,,,,,,,,,
Buccaneers,475.0,276.0,58.1,6.3,2997.0,23.0,22.0,153.0,32.2,29.0,,,,,,,,,,,,,,,,
Texans,471.0,294.0,62.4,7.3,3423.0,24.0,12.0,167.0,35.5,25.0,,,,,,,,,,,,,,,,
Cowboys,508.0,308.0,60.6,5.9,3003.0,19.0,8.0,163.0,32.1,59.0,,,,,,,,,,,,,,,,
Packers,518.0,287.0,55.4,6.3,3244.0,22.0,22.0,141.0,27.2,27.0,,,,,,,,,,,,,,,,
Chiefs,522.0,348.0,66.7,7.2,3748.0,21.0,13.0,195.0,37.4,10.0,,,,,,,,,,,,,,,,
Jaguars,465.0,297.0,63.9,7.7,3586.0,25.0,13.0,166.0,35.7,29.0,,,,,,,,,,,,,,,,
Patriots,474.0,288.0,60.8,6.8,3222.0,27.0,14.0,176.0,37.1,31.0,,,,,,,,,,,,,,,,
Jets,572.0,368.0,64.3,6.6,3752.0,23.0,14.0,209.0,36.5,41.0,,,,,,,,,,,,,,,,
Bears,622.0,383.0,61.6,6.2,3859.0,21.0,22.0,208.0,33.4,28.0,,,,,,,,,,,,,,,,
Rams,444.0,278.0,62.6,7.8,3475.0,20.0,12.0,158.0,35.6,30.0,,,,,,,,,,,,,,,,
Bengals,506.0,315.0,62.2,6.5,3287.0,23.0,12.0,169.0,33.4,17.0,,,,,,,,,,,,,,,,
Redskins,511.0,290.0,56.8,6.1,3095.0,16.0,13.0,159.0,31.1,24.0,,,,,,,,,,,,,,,,
Lions,443.0,303.0,68.4,8.4,3716.0,25.0,4.0,188.0,42.4,30.0,,,,,,,,,,,,,,,,
Niners,545.0,331.0,60.7,6.4,3507.0,22.0,12.0,170.0,31.2,30.0,,,,,,,,,,,,,,,,
Steelers,533.0,301.0,56.5,4.7,2511.0,12.0,20.0,149.0,28.0,51.0,,,,,,,,,,,,,,,,
Dolphins,551.0,320.0,58.1,6.6,3644.0,18.0,18.0,173.0,31.4,40.0,,,,,,,,,,,,,,,,
Giants,503.0,296.0,58.8,6.2,3139.0,17.0,17.0,165.0,32.8,42.0,,,,,,,,,,,,,,,,
Browns,446.0,286.0,64.1,7.3,3273.0,19.0,23.0,176.0,39.5,17.0,,,,,,,,,,,,,,,,
Bills,492.0,301.0,61.2,6.6,3271.0,14.0,10.0,167.0,33.9,24.0,,,,,,,,,,,,,,,,
Chargers,605.0,411.0,67.9,6.5,3958.0,25.0,15.0,213.0,35.2,28.0,,,,,,,,,,,,,,,,
Seahawks,566.0,366.0,64.7,7.3,4149.0,25.0,9.0,207.0,36.6,35.0,,,,,,,,,,,,,,,,
Titans,575.0,342.0,59.5,5.6,3196.0,12.0,20.0,166.0,28.9,44.0,,,,,,,,,,,,,,,,
Vikings,530.0,324.0,61.1,6.5,3449.0,15.0,12.0,163.0,30.8,45.0,,,,,,,,,,,,,,,,
Falcons,549.0,325.0,59.2,6.4,3526.0,20.0,10.0,189.0,34.4,34.0,,,,,,,,,,,,,,,,
Ravens,528.0,276.0,52.3,5.4,2875.0,17.0,26.0,152.0,28.8,34.0,,,,,,,,,,,,,,,,
Raiders,471.0,266.0,56.5,6.8,3220.0,20.0,16.0,166.0,35.2,32.0,,,,,,,,,,,,,,,,
Panthers,557.0,333.0,59.8,6.1,3387.0,19.0,12.0,178.0,32.0,37.0,,,,,,,,,,,,,,,,
Ravens,366.0,,,,,4.0,,,,,1302.0,3.6,58.0,15.8,,,,,,,,,,,,
Falcons,415.0,,,,,17.0,,,,,2046.0,4.9,108.0,26.0,,,,,,,,,,,,
Vikings,371.0,,,,,10.0,,,,,1230.0,3.3,72.0,19.4,,,,,,,,,,,,
Patriots,415.0,,,,,8.0,,,,,1722.0,4.2,78.0,18.8,,,,,,,,,,,,
Titans,403.0,,,,,12.0,,,,,1502.0,3.7,81.0,20.1,,,,,,,,,,,,
Panthers,432.0,,,,,14.0,,,,,1912.0,4.4,100.0,23.2,,,,,,,,,,,,
Giants,386.0,,,,,14.0,,,,,1533.0,4.0,78.0,20.2,,,,,,,,,,,,
Redskins,398.0,,,,,12.0,,,,,1526.0,3.8,86.0,21.6,,,,,,,,,,,,
Steelers,390.0,,,,,7.0,,,,,1284.0,3.3,73.0,18.7,,,,,,,,,,,,
Raiders,542.0,,,,,23.0,,,,,2555.0,4.7,129.0,23.8,,,,,,,,,,,,
Buccaneers,441.0,,,,,8.0,,,,,1901.0,4.3,87.0,19.7,,,,,,,,,,,,
Dolphins,388.0,,,,,11.0,,,,,1620.0,4.2,96.0,24.7,,,,,,,,,,,,
Bills,455.0,,,,,18.0,,,,,1946.0,4.3,113.0,24.8,,,,,,,,,,,,
Packers,458.0,,,,,20.0,,,,,2105.0,4.6,121.0,26.4,,,,,,,,,,,,
Bears,437.0,,,,,16.0,,,,,1496.0,3.4,93.0,21.3,,,,,,,,,,,,
Texans,439.0,,,,,18.0,,,,,1962.0,4.5,114.0,26.0,,,,,,,,,,,,
Eagles,421.0,,,,,7.0,,,,,1476.0,3.5,79.0,18.8,,,,,,,,,,,,
Jaguars,428.0,,,,,14.0,,,,,1709.0,4.0,98.0,22.9,,,,,,,,,,,,
Jets,407.0,,,,,10.0,,,,,1518.0,3.7,86.0,21.1,,,,,,,,,,,,
Chargers,408.0,,,,,11.0,,,,,1641.0,4.0,98.0,24.0,,,,,,,,,,,,
Bengals,490.0,,,,,15.0,,,,,1921.0,3.9,106.0,21.6,,,,,,,,,,,,
Rams,501.0,,,,,26.0,,,,,2475.0,4.9,146.0,29.1,,,,,,,,,,,,
Seahawks,457.0,,,,,13.0,,,,,1899.0,4.2,98.0,21.4,,,,,,,,,,,,
Browns,541.0,,,,,16.0,,,,,2431.0,4.5,125.0,23.1,,,,,,,,,,,,
Cowboys,402.0,,,,,11.0,,,,,1706.0,4.2,85.0,21.1,,,,,,,,,,,,
Saints,445.0,,,,,14.0,,,,,1885.0,4.2,100.0,22.5,,,,,,,,,,,,
Niners,452.0,,,,,14.0,,,,,1709.0,3.8,104.0,23.0,,,,,,,,,,,,
Broncos,469.0,,,,,26.0,,,,,2337.0,5.0,122.0,26.0,,,,,,,,,,,,
Chiefs,509.0,,,,,25.0,,,,,2543.0,5.0,133.0,26.1,,,,,,,,,,,,
Colts,472.0,,,,,18.0,,,,,1966.0,4.2,119.0,25.2,,,,,,,,,,,,
Lions,536.0,,,,,31.0,,,,,2754.0,5.1,147.0,27.4,,,,,,,,,,,,
Cardinals,445.0,,,,,13.0,,,,,1764.0,4.0,117.0,26.3,,,,,,,,,,,,
Falcons,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Ravens,,,,,,,5.0,,,,,,,,0.0,2.0,,,,,,,,,,
Bills,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Panthers,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bears,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Bengals,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Browns,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cowboys,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Broncos,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Packers,,,,,,,6.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Texans,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Colts,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Chiefs,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Rams,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Raiders,,,,,,,0.0,,,,,,,,0.0,2.0,,,,,,,,,,
Dolphins,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Vikings,,,,,,,0.0,,,,,,,,0.0,2.0,,,,,,,,,,
Patriots,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Giants,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Jets,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Cardinals,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Steelers,,,,,,,2.0,,,,,,,,0.0,1.0,,,,,,,,,,
Chargers,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Niners,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Seahawks,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Buccaneers,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Redskins,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Bengals,,,,,,,,,,,106.0,,21.6,,,,218.0,93.0,11.0,5.0,1013.0,,,,,
Ravens,,,,,,,,,,,58.0,,15.8,,,,212.0,71.0,16.0,3.0,928.0,,,,,
Buccaneers,,,,,,,,,,,87.0,,19.7,,,,214.0,81.0,13.0,5.0,945.0,,,,,
Eagles,,,,,,,,,,,79.0,,18.8,,,,227.0,73.0,14.0,5.0,994.0,,,,,
Packers,,,,,,,,,,,121.0,,26.4,,,,210.0,80.0,23.0,17.0,1003.0,,,,,
Steelers,,,,,,,,,,,73.0,,18.7,,,,226.0,71.0,21.0,10.0,974.0,,,,,
Patriots,,,,,,,,,,,78.0,,18.8,,,,205.0,91.0,10.0,2.0,920.0,,,,,
Falcons,,,,,,,,,,,108.0,,26.0,,,,208.0,79.0,20.0,10.0,998.0,,,,,
Bears,,,,,,,,,,,93.0,,21.3,,,,232.0,81.0,21.0,10.0,1087.0,,,,,
Vikings,,,,,,,,,,,72.0,,19.4,,,,203.0,68.0,13.0,5.0,946.0,,,,,
Titans,,,,,,,,,,,81.0,,20.1,,,,226.0,79.0,18.0,8.0,1022.0,,,,,
Rams,,,,,,,,,,,146.0,,29.1,,,,187.0,74.0,6.0,4.0,975.0,,,,,
Redskins,,,,,,,,,,,86.0,,21.6,,,,208.0,74.0,12.0,8.0,933.0,,,,,
Chiefs,,,,,,,,,,,133.0,,26.1,,,,211.0,100.0,14.0,6.0,1041.0,,,,,
Raiders,,,,,,,,,,,129.0,,23.8,,,,232.0,103.0,13.0,9.0,1045.0,,,,,
Jaguars,,,,,,,,,,,98.0,,22.9,,,,200.0,82.0,11.0,5.0,922.0,,,,,
Browns,,,,,,,,,,,125.0,,23.1,,,,207.0,95.0,17.0,11.0,1004.0,,,,,
Cowboys,,,,,,,,,,,85.0,,21.1,,,,216.0,77.0,14.0,8.0,969.0,,,,,
Lions,,,,,,,,,,,147.0,,27.4,,,,196.0,89.0,10.0,6.0,1009.0,,,,,
Giants,,,,,,,,,,,78.0,,20.2,,,,204.0,83.0,16.0,5.0,931.0,,,,,
Bills,,,,,,,,,,,113.0,,24.8,,,,202.0,73.0,16.0,8.0,971.0,,,,,
Colts,,,,,,,,,,,119.0,,25.2,,,,211.0,100.0,7.0,3.0,983.0,,,,,
Broncos,,,,,,,,,,,122.0,,26.0,,,,202.0,89.0,18.0,10.0,990.0,,,,,
Saints,,,,,,,,,,,100.0,,22.5,,,,206.0,82.0,14.0,8.0,999.0,,,,,
Cardinals,,,,,,,,,,,117.0,,26.3,,,,207.0,92.0,17.0,13.0,993.0,,,,,
Niners,,,,,,,,,,,104.0,,23.0,,,,219.0,83.0,19.0,12.0,1027.0,,,,,
