Team,Att,Cmp,CmpPct,Yds/Att,Yds,TD,INT,1st,1stPct,Sck,Rush,YPC,RushPct,RushPct2,FR,SFTY,3rd,3rdPct,4th,4thPct,Scrm,FF,FRPct,INTPct,INTPct2,Lng
Texans,,,,,,,,,,,88.0,,20.0,,,,201.0,71.0,8.0,5.0,973.0,,,,,
Steelers,,,,,,,,,,,89.0,,23.1,,,,199.0,72.0,19.0,6.0,940.0,,,,,
Chargers,,,,,,,,,,,99.0,,23.0,,,,221.0,86.0,20.0,6.0,997.0,,,,,
Bears,,,,,,,,,,,85.0,,19.7,,,,219.0,86.0,11.0,6.0,1003.0,,,,,
Raiders,,,,,,,,,,,93.0,,21.5,,,,215.0,88.0,10.0,7.0,994.0,,,,,
Redskins,,,,,,,,,,,105.0,,22.2,,,,226.0,83.0,15.0,9.0,1045.0,,,,,
Cowboys,,,,,,,,,,,96.0,,23.8,,,,210.0,90.0,13.0,4.0,1000.0,,,,,
Titans,,,,,,,,,,,68.0,,17.1,,,,214.0,78.0,16.0,10.0,1046.0,,,,,
Dolphins,,,,,,,,,,,88.0,,20.4,,,,203.0,75.0,8.0,2.0,989.0,,,,,
Patriots,,,,,,,,,,,98.0,,25.1,,,,208.0,82.0,23.0,10.0,1022.0,,,,,
Bengals,,,,,,,,,,,111.0,,22.7,,,,241.0,98.0,19.0,9.0,1091.0,,,,,
Chiefs,,,,,,,,,,,112.0,,25.3,,,,207.0,83.0,17.0,9.0,1044.0,,,,,
Falcons,,,,,,,,,,,97.0,,24.1,,,,196.0,75.0,19.0,13.0,994.0,,,,,
Buccaneers,,,,,,,,,,,102.0,,23.2,,,,216.0,104.0,9.0,2.0,1011.0,,,,,
Saints,,,,,,,,,,,92.0,,22.7,,,,212.0,87.0,12.0,4.0,1002.0,,,,,
Cowboys,,,,,,,,,,,,,,,10.0,,,,,,,20.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,13.0,,,,,,,18.0,3.0,,,
Jaguars,,,,,,,,,,,,,,,12.0,,,,,,,17.0,5.0,,,
Rams,,,,,,,,,,,,,,,10.0,,,,,,,17.0,0.0,,,
Saints,,,,,,,,,,,,,,,5.0,,,,,,,17.0,1.0,,,
Cardinals,,,,,,,,,,,,,,,6.0,,,,,,,17.0,1.0,,,
49ers,,,,,,,,,,,,,,,10.0,,,,,,,17.0,0.0,,,
Ravens,,,,,,,,,,,,,,,12.0,,,,,,,16.0,2.0,,,
Bills,,,,,,,,,,,,,,,7.0,,,,,,,16.0,2.0,,,
Lions,,,,,,,,,,,,,,,13.0,,,,,,,16.0,2.0,,,
Panthers,,,,,,,,,,,,,,,11.0,,,,,,,15.0,1.0,,,
Bears,,,,,,,,,,,,,,,14.0,,,,,,,14.0,1.0,,,
Browns,,,,,,,,,,,,,,,6.0,,,,,,,14.0,0.0,,,
Eagles,,,,,,,,,,,,,,,10.0,,,,,,,14.0,4.0,,,
Texans,,,,,,,,,,,,,,,5.0,,,,,,,13.0,2.0,,,
Chargers,,,,,,,,,,,,,,,9.0,,,,,,,13.0,1.0,,,
Seahawks,,,,,,,,,,,,,,,9.0,,,,,,,13.0,1.0,,,
Falcons,,,,,,,,,,,,,,,8.0,,,,,,,12.0,2.0,,,
Chiefs,,,,,,,,,,,,,,,10.0,,,,,,,12.0,3.0,,,
Raiders,,,,,,,,,,,,,,,9.0,,,,,,,12.0,0.0,,,
Giants,,,,,,,,,,,,,,,6.0,,,,,,,12.0,0.0,,,
Steelers,,,,,,,,,,,,,,,6.0,,,,,,,12.0,0.0,,,
Redskins,,,,,,,,,,,,,,,7.0,,,,,,,12.0,0.0,,,
Titans,,,,,,,,,,,,,,,9.0,,,,,,,11.0,1.0,,,
Colts,,,,,,,,,,,,,,,7.0,,,,,,,11.0,0.0,,,
Packers,,,,,,,,,,,,,,,10.0,,,,,,,10.0,1.0,,,
Dolphins,,,,,,,,,,,,,,,6.0,,,,,,,9.0,2.0,,,
Patriots,,,,,,,,,,,,,,,5.0,,,,,,,9.0,0.0,,,
Jets,,,,,,,,,,,,,,,9.0,,,,,,,9.0,0.0,,,
Broncos,,,,,,,,,,,,,,,7.0,,,,,,,8.0,2.0,,,
Vikings,,,,,,,,,,,,,,,5.0,,,,,,,8.0,0.0,,,
Bengals,,,,,,,,,,,,,,,2.0,,,,,,,4.0,0.0,,,
Ravens,,,,,,,22.0,,,,,,,,,,,,,,,,,3.0,385.0,63
Jaguars,,,,,,,21.0,,,,,,,,,,,,,,,,,2.0,294.0,67
Saints,,,,,,,20.0,,,,,,,,,,,,,,,,,2.0,192.0,33
Lions,,,,,,,19.0,,,,,,,,,,,,,,,,,3.0,253.0,37
Eagles,,,,,,,19.0,,,,,,,,,,,,,,,,,1.0,278.0,59
Bills,,,,,,,18.0,,,,,,,,,,,,,,,,,1.0,275.0,63T
Rams,,,,,,,18.0,,,,,,,,,,,,,,,,,3.0,401.0,69
Chargers,,,,,,,18.0,,,,,,,,,,,,,,,,,2.0,302.0,90
Chiefs,,,,,,,16.0,,,,,,,,,,,,,,,,,0.0,201.0,62T
Steelers,,,,,,,16.0,,,,,,,,,,,,,,,,,0.0,184.0,41
Redskins,,,,,,,16.0,,,,,,,,,,,,,,,,,2.0,194.0,96
Cardinals,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,258.0,82T
Vikings,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,200.0,36T
Seahawks,,,,,,,14.0,,,,,,,,,,,,,,,,,3.0,212.0,78
Colts,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,215.0,33
Giants,,,,,,,13.0,,,,,,,,,,,,,,,,,2.0,161.0,53
Buccaneers,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,218.0,47
Titans,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,154.0,33T
Patriots,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,114.0,39T
Bengals,,,,,,,11.0,,,,,,,,,,,,,,,,,3.0,339.0,101
Packers,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,54.0,21
Texans,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,144.0,82
Jets,,,,,,,11.0,,,,,,,,,,,,,,,,,0.0,151.0,48
Panthers,,,,,,,10.0,,,,,,,,,,,,,,,,,0.0,78.0,40T
Cowboys,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,98.0,25
Broncos,,,,,,,10.0,,,,,,,,,,,,,,,,,2.0,237.0,103
49ers,,,,,,,10.0,,,,,,,,,,,,,,,,,1.0,185.0,50
Dolphins,,,,,,,9.0,,,,,,,,,,,,,,,,,1.0,99.0,30T
Falcons,,,,,,,8.0,,,,,,,,,,,,,,,,,0.0,108.0,43T
Bears,,,,,,,8.0,,,,,,,,,,,,,,,,,2.0,253.0,90
Browns,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,97.0,56
Raiders,,,,,,,5.0,,,,,,,,,,,,,,,,,0.0,10.0,8T
Steelers,566.0,362.0,64.0,6.5,3697.0,27.0,8.0,200.0,35.3,52.0,,,,,,,,,,,,,,,,
Colts,542.0,384.0,70.8,7.0,3805.0,21.0,15.0,203.0,37.4,38.0,,,,,,,,,,,,,,,,
Packers,527.0,336.0,63.8,7.1,3752.0,30.0,7.0,199.0,37.8,44.0,,,,,,,,,,,,,,,,
Buccaneers,534.0,387.0,72.5,7.8,4151.0,34.0,9.0,209.0,39.1,38.0,,,,,,,,,,,,,,,,
Falcons,585.0,398.0,68.0,7.1,4153.0,33.0,15.0,226.0,38.6,37.0,,,,,,,,,,,,,,,,
Vikings,503.0,315.0,62.6,6.2,3140.0,15.0,12.0,160.0,31.8,50.0,,,,,,,,,,,,,,,,
Eagles,626.0,417.0,66.6,6.9,4308.0,22.0,10.0,215.0,34.4,44.0,,,,,,,,,,,,,,,,
Broncos,549.0,353.0,64.3,7.2,3929.0,26.0,17.0,197.0,35.9,44.0,,,,,,,,,,,,,,,,
Chiefs,632.0,406.0,64.2,6.9,4374.0,30.0,15.0,247.0,39.1,52.0,,,,,,,,,,,,,,,,
Giants,560.0,362.0,64.6,7.2,4044.0,24.0,16.0,205.0,36.6,30.0,,,,,,,,,,,,,,,,
Browns,626.0,393.0,62.8,6.6,4125.0,21.0,17.0,216.0,34.5,37.0,,,,,,,,,,,,,,,,
Lions,496.0,323.0,65.1,7.3,3599.0,29.0,7.0,191.0,38.5,43.0,,,,,,,,,,,,,,,,
Patriots,605.0,370.0,61.2,6.5,3943.0,29.0,18.0,208.0,34.4,30.0,,,,,,,,,,,,,,,,
Rams,533.0,347.0,65.1,7.1,3780.0,31.0,18.0,185.0,34.7,41.0,,,,,,,,,,,,,,,,
Panthers,529.0,353.0,66.7,7.3,3847.0,32.0,13.0,185.0,35.0,35.0,,,,,,,,,,,,,,,,
Ravens,577.0,337.0,58.4,5.8,3360.0,21.0,12.0,174.0,30.2,43.0,,,,,,,,,,,,,,,,
Raiders,480.0,299.0,62.3,8.0,3853.0,36.0,14.0,178.0,37.1,13.0,,,,,,,,,,,,,,,,
Bengals,584.0,389.0,66.6,7.6,4414.0,32.0,12.0,221.0,37.8,34.0,,,,,,,,,,,,,,,,
Jaguars,499.0,312.0,62.5,6.2,3113.0,17.0,11.0,162.0,32.5,37.0,,,,,,,,,,,,,,,,
49ers,542.0,344.0,63.5,6.9,3732.0,35.0,2.0,195.0,36.0,37.0,,,,,,,,,,,,,,,,
Cowboys,542.0,367.0,67.7,6.9,3755.0,22.0,9.0,193.0,35.6,39.0,,,,,,,,,,,,,,,,
Jets,582.0,367.0,63.1,7.0,4065.0,29.0,13.0,201.0,34.5,39.0,,,,,,,,,,,,,,,,
Saints,573.0,384.0,67.0,7.5,4302.0,30.0,12.0,224.0,39.1,49.0,,,,,,,,,,,,,,,,
Bears,615.0,377.0,61.3,5.7,3515.0,22.0,27.0,186.0,30.2,50.0,,,,,,,,,,,,,,,,
Chargers,548.0,351.0,64.0,6.6,3646.0,23.0,13.0,178.0,32.5,38.0,,,,,,,,,,,,,,,,
Redskins,537.0,362.0,67.4,7.1,3794.0,27.0,15.0,197.0,36.7,46.0,,,,,,,,,,,,,,,,
Texans,594.0,385.0,64.8,7.0,4167.0,28.0,15.0,200.0,33.7,43.0,,,,,,,,,,,,,,,,
Bills,492.0,313.0,63.6,5.8,2867.0,22.0,16.0,157.0,31.9,36.0,,,,,,,,,,,,,,,,
Cardinals,506.0,342.0,67.6,6.4,3262.0,21.0,7.0,186.0,36.8,49.0,,,,,,,,,,,,,,,,
Dolphins,508.0,335.0,65.9,7.7,3932.0,31.0,21.0,195.0,38.4,31.0,,,,,,,,,,,,,,,,
Titans,533.0,337.0,63.2,6.5,3471.0,21.0,11.0,182.0,34.2,39.0,,,,,,,,,,,,,,,,
Seahawks,546.0,355.0,65.0,7.0,3842.0,26.0,12.0,201.0,36.8,43.0,,,,,,,,,,,,,,,,
Ravens,354.0,,,,,11.0,,,,,1327.0,3.8,82.0,23.2,,,,,,,,,,,,
Seahawks,366.0,,,,,9.0,,,,,1811.0,5.0,91.0,24.9,,,,,,,,,,,,
Patriots,367.0,,,,,7.0,,,,,1803.0,4.9,93.0,25.3,,,,,,,,,,,,
Texans,385.0,,,,,8.0,,,,,1323.0,3.4,76.0,19.7,,,,,,,,,,,,
Saints,356.0,,,,,12.0,,,,,1283.0,3.6,72.0,20.2,,,,,,,,,,,,
Bills,440.0,,,,,17.0,,,,,1839.0,4.2,111.0,25.2,,,,,,,,,,,,
Bears,339.0,,,,,5.0,,,,,1280.0,3.8,67.0,19.8,,,,,,,,,,,,
Rams,386.0,,,,,12.0,,,,,1957.0,5.1,101.0,26.2,,,,,,,,,,,,
Titans,429.0,,,,,9.0,,,,,1863.0,4.3,98.0,22.8,,,,,,,,,,,,
Cowboys,400.0,,,,,12.0,,,,,1513.0,3.8,89.0,22.2,,,,,,,,,,,,
49ers,444.0,,,,,13.0,,,,,1814.0,4.1,104.0,23.4,,,,,,,,,,,,
Panthers,384.0,,,,,13.0,,,,,1804.0,4.7,110.0,28.6,,,,,,,,,,,,
Jaguars,434.0,,,,,16.0,,,,,1870.0,4.3,89.0,20.5,,,,,,,,,,,,
Redskins,413.0,,,,,12.0,,,,,1860.0,4.5,109.0,26.4,,,,,,,,,,,,
Browns,459.0,,,,,20.0,,,,,2163.0,4.7,130.0,28.3,,,,,,,,,,,,
Jets,440.0,,,,,16.0,,,,,2021.0,4.6,104.0,23.6,,,,,,,,,,,,
Colts,415.0,,,,,12.0,,,,,1626.0,3.9,87.0,21.0,,,,,,,,,,,,
Lions,403.0,,,,,11.0,,,,,1761.0,4.4,88.0,21.8,,,,,,,,,,,,
Chargers,395.0,,,,,11.0,,,,,1693.0,4.3,101.0,25.6,,,,,,,,,,,,
Eagles,332.0,,,,,14.0,,,,,1551.0,4.7,71.0,21.4,,,,,,,,,,,,
Broncos,429.0,,,,,11.0,,,,,1913.0,4.5,85.0,19.8,,,,,,,,,,,,
Buccaneers,426.0,,,,,19.0,,,,,1983.0,4.6,122.0,28.6,,,,,,,,,,,,
Chiefs,425.0,,,,,19.0,,,,,2114.0,5.0,129.0,30.4,,,,,,,,,,,,
Raiders,480.0,,,,,16.0,,,,,2249.0,4.7,108.0,22.5,,,,,,,,,,,,
Dolphins,485.0,,,,,17.0,,,,,2325.0,4.8,116.0,23.9,,,,,,,,,,,,
Bengals,466.0,,,,,17.0,,,,,2204.0,4.7,125.0,26.8,,,,,,,,,,,,
Vikings,440.0,,,,,13.0,,,,,1815.0,4.1,107.0,24.3,,,,,,,,,,,,
Cardinals,510.0,,,,,25.0,,,,,2479.0,4.9,139.0,27.2,,,,,,,,,,,,
Giants,444.0,,,,,18.0,,,,,1898.0,4.3,103.0,23.2,,,,,,,,,,,,
Falcons,409.0,,,,,16.0,,,,,1999.0,4.9,115.0,28.1,,,,,,,,,,,,
Steelers,369.0,,,,,13.0,,,,,1538.0,4.2,84.0,22.8,,,,,,,,,,,,
Packers,446.0,,,,,15.0,,,,,1918.0,4.3,100.0,22.4,,,,,,,,,,,,
Ravens,,,,,,,0.0,,,,,,,,3.0,0.0,,,,,,,,,,
Bengals,,,,,,,3.0,,,,,,,,2.0,0.0,,,,,,,,,,
Vikings,,,,,,,1.0,,,,,,,,2.0,0.0,,,,,,,,,,
Cardinals,,,,,,,0.0,,,,,,,,2.0,0.0,,,,,,,,,,
Falcons,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,
Panthers,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,
Bears,,,,,,,5.0,,,,,,,,1.0,1.0,,,,,,,,,,
Cowboys,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,
Texans,,,,,,,3.0,,,,,,,,1.0,0.0,,,,,,,,,,
Chiefs,,,,,,,3.0,,,,,,,,1.0,0.0,,,,,,,,,,
Rams,,,,,,,3.0,,,,,,,,1.0,2.0,,,,,,,,,,
Patriots,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,
Steelers,,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,
Chargers,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,
Seahawks,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,
Buccaneers,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,
Redskins,,,,,,,0.0,,,,,,,,1.0,0.0,,,,,,,,,,
Bills,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Browns,,,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,
Broncos,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Lions,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Packers,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Titans,,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,
Colts,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jaguars,,,,,,,2.0,,,,,,,,0.0,2.0,,,,,,,,,,
Raiders,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Dolphins,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Saints,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,
Giants,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Jets,,,,,,,3.0,,,,,,,,0.0,0.0,,,,,,,,,,
Eagles,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,
49ers,,,,,,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,
Ravens,,,,,,,,,,,82.0,,23.2,,,,211.0,72.0,20.0,10.0,974.0,,,,,
Jaguars,,,,,,,,,,,89.0,,20.5,,,,212.0,80.0,12.0,3.0,970.0,,,,,
Bills,,,,,,,,,,,111.0,,25.2,,,,203.0,74.0,11.0,6.0,968.0,,,,,
Cowboys,,,,,,,,,,,89.0,,22.2,,,,201.0,85.0,14.0,6.0,981.0,,,,,
Colts,,,,,,,,,,,87.0,,21.0,,,,200.0,82.0,15.0,7.0,995.0,,,,,
Jets,,,,,,,,,,,104.0,,23.6,,,,213.0,72.0,14.0,9.0,1061.0,,,,,
Browns,,,,,,,,,,,130.0,,28.3,,,,210.0,75.0,20.0,13.0,1122.0,,,,,
Lions,,,,,,,,,,,88.0,,21.8,,,,186.0,69.0,17.0,9.0,942.0,,,,,
Texans,,,,,,,,,,,76.0,,19.7,,,,227.0,91.0,20.0,12.0,1022.0,,,,,
Seahawks,,,,,,,,,,,91.0,,24.9,,,,183.0,64.0,13.0,6.0,955.0,,,,,
Broncos,,,,,,,,,,,85.0,,19.8,,,,211.0,82.0,11.0,6.0,1022.0,,,,,
Giants,,,,,,,,,,,103.0,,23.2,,,,206.0,87.0,17.0,14.0,1034.0,,,,,
Redskins,,,,,,,,,,,109.0,,26.4,,,,196.0,86.0,13.0,5.0,996.0,,,,,
Titans,,,,,,,,,,,98.0,,22.8,,,,205.0,75.0,20.0,11.0,1001.0,,,,,
Eagles,,,,,,,,,,,71.0,,21.4,,,,201.0,71.0,19.0,11.0,1002.0,,,,,
Packers,,,,,,,,,,,100.0,,22.4,,,,212.0,79.0,18.0,12.0,1017.0,,,,,
Vikings,,,,,,,,,,,107.0,,24.3,,,,190.0,58.0,19.0,9.0,993.0,,,,,
Falcons,,,,,,,,,,,115.0,,28.1,,,,195.0,95.0,13.0,10.0,1031.0,,,,,
Patriots,,,,,,,,,,,93.0,,25.3,,,,197.0,76.0,16.0,6.0,1002.0,,,,,
Bears,,,,,,,,,,,67.0,,19.8,,,,219.0,75.0,28.0,16.0,1004.0,,,,,
Cardinals,,,,,,,,,,,139.0,,27.2,,,,205.0,78.0,13.0,8.0,1065.0,,,,,
Steelers,,,,,,,,,,,84.0,,22.8,,,,197.0,72.0,13.0,7.0,987.0,,,,,
Raiders,,,,,,,,,,,108.0,,22.5,,,,201.0,93.0,12.0,8.0,973.0,,,,,
49ers,,,,,,,,,,,104.0,,23.4,,,,216.0,87.0,17.0,10.0,1023.0,,,,,
Rams,,,,,,,,,,,101.0,,26.2,,,,188.0,70.0,15.0,9.0,960.0,,,,,
Bengals,,,,,,,,,,,125.0,,26.8,,,,223.0,109.0,17.0,11.0,1084.0,,,,,
Buccaneers,,,,,,,,,,,122.0,,28.6,,,,181.0,73.0,14.0,7.0,998.0,,,,,
Dolphins,,,,,,,,,,,116.0,,23.9,,,,196.0,84.0,15.0,6.0,1024.0,,,,,
Panthers,,,,,,,,,,,110.0,,28.6,,,,183.0,73.0,17.0,10.0,948.0,,,,,
Saints,,,,,,,,,,,72.0,,20.2,,,,189.0,78.0,29.0,14.0,978.0,,,,,
Chargers,,,,,,,,,,,101.0,,25.6,,,,202.0,79.0,20.0,11.0,981.0,,,,,
Chiefs,,,,,,,,,,,129.0,,30.4,,,,193.0,80.0,27.0,18.0,1109.0,,,,,
Chiefs,,,,,,,,,,,,,,,12.0,,,,,,,23.0,1.0,,,
Bills,,,,,,,,,,,,,,,11.0,,,,,,,21.0,0.0,,,
Texans,,,,,,,,,,,,,,,14.0,,,,,,,20.0,1.0,,,
Saints,,,,,,,,,,,,,,,12.0,,,,,,,19.0,0.0,,,
Redskins,,,,,,,,,,,,,,,11.0,,,,,,,19.0,1.0,,,
Bears,,,,,,,,,,,,,,,9.0,,,,,,,18.0,1.0,,,
Browns,,,,,,,,,,,,,,,14.0,,,,,,,18.0,0.0,,,
Seahawks,,,,,,,,,,,,,,,14.0,,,,,,,18.0,1.0,,,
Colts,,,,,,,,,,,,,,,11.0,,,,,,,15.0,0.0,,,
Cowboys,,,,,,,,,,,,,,,11.0,,,,,,,14.0,1.0,,,
Patriots,,,,,,,,,,,,,,,10.0,,,,,,,14.0,1.0,,,
Panthers,,,,,,,,,,,,,,,9.0,,,,,,,13.0,1.0,,,
Broncos,,,,,,,,,,,,,,,10.0,,,,,,,13.0,0.0,,,
Rams,,,,,,,,,,,,,,,12.0,,,,,,,13.0,1.0,,,
Jets,,,,,,,,,,,,,,,7.0,,,,,,,13.0,0.0,,,
Cardinals,,,,,,,,,,,,,,,8.0,,,,,,,13.0,2.0,,,
Steelers,,,,,,,,,,,,,,,7.0,,,,,,,13.0,1.0,,,
Titans,,,,,,,,,,,,,,,6.0,,,,,,,12.0,0.0,,,
Eagles,,,,,,,,,,,,,,,7.0,,,,,,,12.0,0.0,,,
Buccaneers,,,,,,,,,,,,,,,8.0,,,,,,,12.0,1.0,,,
Dolphins,,,,,,,,,,,,,,,7.0,,,,,,,11.0,0.0,,,
Giants,,,,,,,,,,,,,,,5.0,,,,,,,11.0,0.0,,,
49ers,,,,,,,,,,,,,,,5.0,,,,,,,11.0,0.0,,,
Bengals,,,,,,,,,,,,,,,6.0,,,,,,,10.0,2.0,,,
Lions,,,,,,,,,,,,,,,7.0,,,,,,,10.0,0.0,,,
Packers,,,,,,,,,,,,,,,8.0,,,,,,,10.0,0.0,,,
Ravens,,,,,,,,,,,,,,,5.0,,,,,,,9.0,3.0,,,
Falcons,,,,,,,,,,,,,,,4.0,,,,,,,8.0,1.0,,,
Vikings,,,,,,,,,,,,,,,8.0,,,,,,,8.0,2.0,,,
Jaguars,,,,,,,,,,,,,,,6.0,,,,,,,7.0,0.0,,,
Chargers,,,,,,,,,,,,,,,7.0,,,,,,,7.0,1.0,,,
Raiders,,,,,,,,,,,,,,,3.0,,,,,,,5.0,0.0,,,
Bears,,,,,,,27.0,,,,,,,,,,,,,,,,,5.0,330.0,49
Dolphins,,,,,,,21.0,,,,,,,,,,,,,,,,,3.0,321.0,54
Rams,,,,,,,18.0,,,,,,,,,,,,,,,,,3.0,290.0,50
Patriots,,,,,,,18.0,,,,,,,,,,,,,,,,,1.0,156.0,84
Browns,,,,,,,17.0,,,,,,,,,,,,,,,,,0.0,100.0,50
Broncos,,,,,,,17.0,,,,,,,,,,,,,,,,,2.0,158.0,53
Bills,,,,,,,16.0,,,,,,,,,,,,,,,,,0.0,133.0,37T
Giants,,,,,,,16.0,,,,,,,,,,,,,,,,,3.0,191.0,46T
Falcons,,,,,,,15.0,,,,,,,,,,,,,,,,,1.0,151.0,41
Texans,,,,,,,15.0,,,,,,,,,,,,,,,,,3.0,252.0,101
Colts,,,,,,,15.0,,,,,,,,,,,,,,,,,0.0,220.0,47
Chiefs,,,,,,,15.0,,,,,,,,,,,,,,,,,3.0,280.0,67
Redskins,,,,,,,15.0,,,,,,,,,,,,,,,,,0.0,203.0,40
Raiders,,,,,,,14.0,,,,,,,,,,,,,,,,,1.0,124.0,36
Panthers,,,,,,,13.0,,,,,,,,,,,,,,,,,0.0,86.0,39
Jets,,,,,,,13.0,,,,,,,,,,,,,,,,,3.0,318.0,104
Chargers,,,,,,,13.0,,,,,,,,,,,,,,,,,1.0,247.0,86
Ravens,,,,,,,12.0,,,,,,,,,,,,,,,,,0.0,99.0,33
Bengals,,,,,,,12.0,,,,,,,,,,,,,,,,,3.0,222.0,58
Vikings,,,,,,,12.0,,,,,,,,,,,,,,,,,1.0,159.0,52T
Saints,,,,,,,12.0,,,,,,,,,,,,,,,,,1.0,259.0,78
Seahawks,,,,,,,12.0,,,,,,,,,,,,,,,,,1.0,196.0,98
Titans,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,120.0,56
Jaguars,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,117.0,33
Eagles,,,,,,,10.0,,,,,,,,,,,,,,,,,0.0,139.0,29
Cowboys,,,,,,,9.0,,,,,,,,,,,,,,,,,0.0,141.0,49T
Buccaneers,,,,,,,9.0,,,,,,,,,,,,,,,,,0.0,97.0,50
Steelers,,,,,,,8.0,,,,,,,,,,,,,,,,,2.0,89.0,35
Lions,,,,,,,7.0,,,,,,,,,,,,,,,,,2.0,148.0,67
Packers,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,100.0,27T
Cardinals,,,,,,,7.0,,,,,,,,,,,,,,,,,0.0,55.0,25T
49ers,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,55.0,32T
Falcons,536.0,351.0,65.5,7.3,3918.0,28.0,12.0,192.0,35.8,28.0,,,,,,,,,,,,,,,,
Panthers,544.0,347.0,63.8,6.8,3696.0,21.0,14.0,197.0,36.2,53.0,,,,,,,,,,,,,,,,
Rams,562.0,348.0,61.9,6.4,3625.0,23.0,13.0,194.0,34.5,50.0,,,,,,,,,,,,,,,,
Buccaneers,664.0,408.0,61.4,6.5,4322.0,30.0,12.0,222.0,33.4,47.0,,,,,,,,,,,,,,,,
Patriots,536.0,303.0,56.5,5.4,2886.0,13.0,25.0,150.0,28.0,47.0,,,,,,,,,,,,,,,,
Bengals,499.0,308.0,61.7,7.8,3917.0,25.0,11.0,183.0,36.7,31.0,,,,,,,,,,,,,,,,
Dolphins,545.0,344.0,63.1,7.7,4198.0,39.0,13.0,214.0,39.3,23.0,,,,,,,,,,,,,,,,
Eagles,571.0,348.0,61.0,6.8,3865.0,27.0,11.0,185.0,32.4,43.0,,,,,,,,,,,,,,,,
Giants,556.0,369.0,66.4,7.6,4225.0,30.0,10.0,211.0,38.0,36.0,,,,,,,,,,,,,,,,
Cowboys,569.0,370.0,65.0,6.3,3576.0,21.0,7.0,188.0,33.0,39.0,,,,,,,,,,,,,,,,
Chargers,464.0,328.0,70.7,6.9,3204.0,21.0,11.0,156.0,33.6,30.0,,,,,,,,,,,,,,,,
Jaguars,517.0,327.0,63.2,7.3,3778.0,22.0,10.0,193.0,37.3,47.0,,,,,,,,,,,,,,,,
Saints,603.0,371.0,61.5,6.4,3868.0,27.0,13.0,197.0,32.7,51.0,,,,,,,,,,,,,,,,
Bears,571.0,362.0,63.4,6.2,3554.0,17.0,10.0,190.0,33.3,32.0,,,,,,,,,,,,,,,,
Chiefs,582.0,352.0,60.5,6.1,3543.0,21.0,16.0,190.0,32.6,45.0,,,,,,,,,,,,,,,,
Packers,546.0,326.0,59.7,6.8,3721.0,19.0,17.0,191.0,35.0,41.0,,,,,,,,,,,,,,,,
Lions,611.0,381.0,62.4,7.4,4551.0,33.0,7.0,232.0,38.0,28.0,,,,,,,,,,,,,,,,
Cardinals,601.0,421.0,70.0,7.5,4510.0,38.0,7.0,243.0,40.4,40.0,,,,,,,,,,,,,,,,
Browns,513.0,318.0,62.0,6.8,3470.0,25.0,14.0,184.0,35.9,38.0,,,,,,,,,,,,,,,,
Texans,586.0,375.0,64.0,7.3,4276.0,33.0,12.0,220.0,37.5,31.0,,,,,,,,,,,,,,,,
Raiders,526.0,337.0,64.1,7.8,4107.0,33.0,9.0,201.0,38.2,32.0,,,,,,,,,,,,,,,,
Jets,585.0,363.0,62.0,6.5,3779.0,25.0,12.0,187.0,32.0,35.0,,,,,,,,,,,,,,,,
