Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,27.0,3792.5,11.4,81.8,55.2,4.0,21.0,50.0,2.0,213.0,82.5,15.0,7.0,1017.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,24.0,3792.5,11.4,81.8,55.2,4.0,20.0,50.0,3.0,213.0,82.5,15.0,7.0,1017.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,28.0,3792.5,11.4,81.8,55.2,4.0,20.0,48.0,1.0,213.0,82.5,15.0,7.0,1017.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,35.0,3792.5,11.4,81.8,55.2,4.0,20.0,55.0,8.0,213.0,82.5,15.0,7.0,1017.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,12.0,3792.5,11.4,81.8,55.2,4.0,20.0,35.0,1.0,213.0,82.5,15.0,7.0,1017.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,16.0,3792.5,11.4,81.8,55.2,4.0,19.0,35.0,1.0,213.0,82.5,15.0,7.0,1017.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,20.0,3792.5,11.4,81.8,55.2,4.0,19.0,42.0,1.0,213.0,82.5,15.0,7.0,1017.0
49ers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,25.0,3792.5,11.4,81.8,55.2,4.0,19.0,45.0,1.0,213.0,82.5,15.0,7.0,1017.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,16.0,3792.5,11.4,81.8,55.2,4.0,18.0,36.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,27.0,3792.5,11.4,81.8,55.2,4.0,17.0,45.0,2.0,213.0,82.5,15.0,7.0,1017.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,40.0,3792.5,11.4,81.8,55.2,4.0,16.0,59.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,48.0,3792.5,11.4,81.8,55.2,4.0,16.0,65.0,2.0,213.0,82.5,15.0,7.0,1017.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,22.0,3792.5,11.4,81.8,55.2,4.0,16.0,41.0,7.0,213.0,82.5,15.0,7.0,1017.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,42.0,3792.5,11.4,81.8,55.2,4.0,16.0,59.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,24.0,3792.5,11.4,81.8,55.2,4.0,15.0,40.0,4.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,40.0,3792.5,11.4,81.8,55.2,4.0,15.0,55.0,1.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,25.0,3792.5,11.4,81.8,55.2,4.0,14.0,40.0,4.0,213.0,82.5,15.0,7.0,1017.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,27.0,3792.5,11.4,81.8,55.2,4.0,13.0,41.0,1.0,213.0,82.5,15.0,7.0,1017.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,19.0,3792.5,11.4,81.8,55.2,4.0,13.0,33.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,21.0,3792.5,11.4,81.8,55.2,4.0,13.0,35.0,2.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,40.0,3792.5,11.4,81.8,55.2,4.0,13.0,57.0,3.0,213.0,82.5,15.0,7.0,1017.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,12.0,3792.5,11.4,81.8,55.2,4.0,13.0,26.0,2.0,213.0,82.5,15.0,7.0,1017.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,26.0,3792.5,11.4,81.8,55.2,4.0,12.0,39.0,2.0,213.0,82.5,15.0,7.0,1017.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,35.0,3792.5,11.4,81.8,55.2,4.0,12.0,50.0,2.0,213.0,82.5,15.0,7.0,1017.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,31.0,3792.5,11.4,81.8,55.2,4.0,12.0,45.0,2.0,213.0,82.5,15.0,7.0,1017.0
Texans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,33.0,3792.5,11.4,81.8,55.2,4.0,10.0,44.0,1.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,25.0,3792.5,11.4,81.8,55.2,4.0,9.0,37.0,3.0,213.0,82.5,15.0,7.0,1017.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,625.0,4.2,42.4,22.3,7.0,16.0,3792.5,11.4,81.8,55.2,4.0,9.0,26.0,1.0,213.0,82.5,15.0,7.0,1017.0
Steelers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,81.0,4.2,21.7,22.3,7.0,206.0,3792.5,11.4,48.1,55.2,4.0,13.0,39.0,0.0,230.0,97.0,19.0,10.0,1043.0
Rams,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,123.0,4.2,26.0,22.3,7.0,206.0,3792.5,11.4,52.6,55.2,4.0,13.0,39.0,0.0,226.0,98.0,17.0,8.0,1088.0
Commanders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,108.0,4.2,27.0,22.3,7.0,184.0,3792.5,11.4,47.3,55.2,4.0,13.0,39.0,0.0,225.0,88.0,19.0,11.0,1051.0
Chargers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,23.8,22.3,7.0,226.0,3792.5,11.4,54.7,55.2,4.0,13.0,39.0,0.0,224.0,99.0,25.0,12.0,1127.0
Falcons,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,86.0,4.2,21.0,22.3,7.0,243.0,3792.5,11.4,59.6,55.2,4.0,13.0,39.0,0.0,221.0,97.0,26.0,15.0,1078.0
Eagles,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,114.0,4.2,28.3,22.3,7.0,177.0,3792.5,11.4,53.0,55.2,4.0,13.0,39.0,0.0,220.0,82.0,35.0,15.0,1066.0
Cowboys,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,115.0,4.2,26.7,22.3,7.0,231.0,3792.5,11.4,55.9,55.2,4.0,13.0,39.0,0.0,215.0,87.0,31.0,17.0,1113.0
Bengals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,92.0,4.2,22.4,22.3,7.0,201.0,3792.5,11.4,54.0,55.2,4.0,13.0,39.0,0.0,213.0,77.0,27.0,19.0,1040.0
Broncos,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,94.0,4.2,21.3,22.3,7.0,176.0,3792.5,11.4,55.5,55.2,4.0,13.0,39.0,0.0,212.0,82.0,15.0,4.0,1030.0
Saints,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,147.0,4.2,29.8,22.3,7.0,199.0,3792.5,11.4,53.8,55.2,4.0,13.0,39.0,0.0,208.0,93.0,16.0,11.0,1045.0
Ravens,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,166.0,4.2,29.9,22.3,7.0,142.0,3792.5,11.4,55.2,55.2,4.0,13.0,39.0,0.0,207.0,101.0,19.0,12.0,993.0
Jaguars,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,80.0,4.2,23.7,22.3,7.0,205.0,3792.5,11.4,53.0,55.2,4.0,13.0,39.0,0.0,207.0,84.0,26.0,7.0,997.0
Jets,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,94.0,4.2,23.2,22.3,7.0,146.0,3792.5,11.4,50.0,55.2,4.0,13.0,39.0,0.0,206.0,70.0,18.0,7.0,948.0
Bears,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,93.0,4.2,23.7,22.3,7.0,218.0,3792.5,11.4,54.2,55.2,4.0,13.0,39.0,0.0,205.0,71.0,28.0,17.0,1043.0
Dolphins,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,100.0,4.2,23.4,22.3,7.0,207.0,3792.5,11.4,56.0,55.2,4.0,13.0,39.0,0.0,202.0,78.0,10.0,8.0,1021.0
Cardinals,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,136.0,4.2,28.4,22.3,7.0,211.0,3792.5,11.4,54.5,55.2,4.0,13.0,39.0,0.0,202.0,80.0,25.0,17.0,1083.0
Raiders,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,121.0,4.2,26.5,22.3,7.0,206.0,3792.5,11.4,55.8,55.2,4.0,13.0,39.0,0.0,198.0,91.0,21.0,16.0,1036.0
Giants,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,91.0,4.2,22.8,22.3,7.0,178.0,3792.5,11.4,55.4,55.2,4.0,13.0,39.0,0.0,198.0,72.0,22.0,14.0,966.0
Colts,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,129.0,4.2,28.1,22.3,7.0,201.0,3792.5,11.4,54.2,55.2,4.0,13.0,39.0,0.0,197.0,78.0,26.0,16.0,1032.0
49ers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,101.0,4.2,23.1,22.3,7.0,217.0,3792.5,11.4,58.5,55.2,4.0,13.0,39.0,0.0,197.0,77.0,15.0,6.0,1046.0
Browns,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,133.0,4.2,26.9,22.3,7.0,195.0,3792.5,11.4,61.9,55.2,4.0,13.0,39.0,0.0,196.0,88.0,24.0,8.0,1022.0
Panthers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,110.0,4.2,27.0,22.3,7.0,192.0,3792.5,11.4,51.5,55.2,4.0,13.0,39.0,0.0,195.0,76.0,27.0,15.0,993.0
Chiefs,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,110.0,4.2,27.3,22.3,7.0,255.0,3792.5,11.4,60.7,55.2,4.0,13.0,39.0,0.0,194.0,95.0,16.0,9.0,1057.0
Texans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,83.0,4.2,24.1,22.3,7.0,222.0,3792.5,11.4,58.0,55.2,4.0,13.0,39.0,0.0,193.0,83.0,16.0,9.0,940.0
Lions,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,93.0,4.2,25.3,22.3,7.0,220.0,3792.5,11.4,58.8,55.2,4.0,13.0,39.0,0.0,192.0,79.0,20.0,10.0,986.0
Buccaneers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,82.0,4.2,22.2,22.3,7.0,238.0,3792.5,11.4,58.0,55.2,4.0,13.0,39.0,0.0,191.0,83.0,14.0,8.0,1017.0
Seahawks,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,111.0,4.2,27.0,22.3,7.0,216.0,3792.5,11.4,55.7,55.2,4.0,13.0,39.0,0.0,189.0,76.0,14.0,8.0,1022.0
Bills,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,119.0,4.2,29.0,22.3,7.0,240.0,3792.5,11.4,58.5,55.2,4.0,13.0,39.0,0.0,187.0,93.0,10.0,8.0,1034.0
Patriots,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,143.0,4.2,28.5,22.3,7.0,157.0,3792.5,11.4,55.5,55.2,4.0,13.0,39.0,0.0,186.0,76.0,17.0,9.0,979.0
Titans,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,142.0,4.2,27.3,22.3,7.0,203.0,3792.5,11.4,64.2,55.2,4.0,13.0,39.0,0.0,182.0,84.0,16.0,10.0,1031.0
Vikings,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,139.0,4.2,29.7,22.3,7.0,212.0,3792.5,11.4,60.7,55.2,4.0,13.0,39.0,0.0,181.0,74.0,23.0,13.0,1028.0
Packers,486.0,334.0,61.45,7.0,3792.5,19.0,15.0,84.75,184.0,33.9,40.0,6.0,36.0,237.5,114.0,4.2,25.7,22.3,7.0,216.0,3792.5,11.4,58.1,55.2,4.0,13.0,39.0,0.0,180.0,89.0,21.0,13.0,990.0
Buccaneers,731.0,492.0,67.3,7.4,5383.0,43.0,12.0,101.6,273.0,37.4,76.0,10.0,23.0,154.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chiefs,675.0,448.0,66.4,7.3,4937.0,37.0,13.0,98.1,267.0,39.6,58.0,11.0,28.0,146.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Chargers,674.0,443.0,65.7,7.4,5014.0,38.0,15.0,97.4,256.0,38.0,53.0,15.0,31.0,214.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Steelers,664.0,425.0,64.0,6.0,4017.0,23.0,11.0,85.3,204.0,30.7,41.0,9.0,38.0,239.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bills,655.0,415.0,63.4,6.8,4450.0,36.0,16.0,91.3,236.0,36.0,51.0,8.0,27.0,166.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cowboys,647.0,444.0,68.6,7.7,4963.0,40.0,11.0,104.8,248.0,38.3,63.0,9.0,33.0,163.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Raiders,628.0,429.0,68.3,7.7,4808.0,23.0,14.0,93.8,217.0,34.6,67.0,10.0,40.0,241.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Dolphins,615.0,404.0,65.7,6.4,3936.0,21.0,14.0,85.4,206.0,33.5,45.0,8.0,40.0,285.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,611.0,396.0,64.8,7.0,4267.0,21.0,18.0,84.4,209.0,34.2,54.0,6.0,57.0,306.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Rams,607.0,406.0,66.9,8.1,4893.0,41.0,18.0,101.6,233.0,38.4,65.0,18.0,31.0,251.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jaguars,604.0,361.0,59.8,6.1,3674.0,12.0,17.0,72.1,178.0,29.5,44.0,5.0,32.0,238.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Vikings,604.0,398.0,65.9,7.4,4450.0,34.0,7.0,101.6,202.0,33.4,63.0,10.0,30.0,212.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Jets,603.0,357.0,59.2,6.6,3959.0,20.0,20.0,76.0,195.0,32.3,52.0,6.0,53.0,418.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Panthers,599.0,348.0,58.1,6.0,3573.0,14.0,21.0,68.5,174.0,29.0,36.0,5.0,52.0,334.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Lions,593.0,396.0,66.8,6.6,3884.0,23.0,14.0,88.1,193.0,32.6,49.0,5.0,36.0,286.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Packers,593.0,402.0,67.8,7.6,4526.0,39.0,7.0,107.4,235.0,39.6,61.0,11.0,33.0,211.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Giants,593.0,351.0,59.2,5.8,3463.0,15.0,20.0,70.1,171.0,28.8,31.0,6.0,38.0,267.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,591.0,415.0,70.2,7.8,4619.0,27.0,11.0,100.6,214.0,36.2,62.0,11.0,39.0,343.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Falcons,573.0,377.0,65.8,7.0,3987.0,20.0,15.0,86.6,196.0,34.2,44.0,7.0,40.0,274.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bengals,555.0,384.0,69.2,8.7,4806.0,36.0,14.0,106.9,208.0,37.5,63.0,16.0,55.0,403.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Commanders,550.0,356.0,64.7,6.8,3746.0,21.0,15.0,85.8,181.0,32.9,42.0,7.0,43.0,305.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Texans,546.0,354.0,64.8,6.6,3630.0,21.0,15.0,85.2,162.0,29.7,44.0,8.0,44.0,325.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Bears,542.0,332.0,61.2,6.7,3635.0,16.0,20.0,75.5,180.0,33.2,40.0,7.0,58.0,428.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Broncos,541.0,354.0,65.4,7.1,3856.0,20.0,9.0,91.7,179.0,33.1,46.0,7.0,40.0,263.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,535.0,359.0,67.1,7.0,3745.0,22.0,14.0,90.0,194.0,36.3,35.0,7.0,47.0,327.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Patriots,535.0,364.0,68.0,7.7,4098.0,24.0,13.0,95.5,187.0,35.0,60.0,8.0,28.0,241.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,521.0,324.0,62.2,6.9,3588.0,27.0,8.0,93.5,167.0,32.0,42.0,9.0,32.0,227.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Browns,520.0,320.0,61.5,7.0,3619.0,21.0,14.0,84.6,177.0,34.0,47.0,9.0,49.0,299.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,514.0,343.0,66.7,8.6,4437.0,26.0,14.0,99.2,200.0,38.9,63.0,11.0,33.0,216.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,504.0,293.0,58.1,6.8,3437.0,29.0,13.0,87.4,165.0,32.7,41.0,8.0,37.0,251.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Seahawks,495.0,324.0,65.4,7.7,3815.0,30.0,7.0,103.0,166.0,33.5,56.0,12.0,46.0,383.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,494.0,307.0,62.2,7.3,3585.0,20.0,10.0,89.2,167.0,33.8,51.0,5.0,31.0,181.0,625.0,4.2,42.4,22.3,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Titans,551.0,334.0,61.45,7.0,3792.5,23.0,15.0,84.75,184.0,33.9,11.0,3.0,36.0,237.5,2404.0,4.4,134.0,24.3,9.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Eagles,550.0,334.0,61.45,7.0,3792.5,25.0,15.0,84.75,184.0,33.9,17.0,0.0,36.0,237.5,2715.0,4.9,163.0,29.6,6.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Ravens,517.0,334.0,61.45,7.0,3792.5,18.0,15.0,84.75,184.0,33.9,15.0,1.0,36.0,237.5,2479.0,4.8,159.0,30.8,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Saints,510.0,334.0,61.45,7.0,3792.5,12.0,15.0,84.75,184.0,33.9,9.0,1.0,36.0,237.5,1991.0,3.9,113.0,22.2,2.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Colts,499.0,334.0,61.45,7.0,3792.5,22.0,15.0,84.75,184.0,33.9,19.0,5.0,36.0,237.5,2540.0,5.1,154.0,30.9,7.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
49ers,499.0,334.0,61.45,7.0,3792.5,22.0,15.0,84.75,184.0,33.9,12.0,1.0,36.0,237.5,2166.0,4.3,130.0,26.0,5.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
Cardinals,496.0,334.0,61.45,7.0,3792.5,23.0,15.0,84.75,184.0,33.9,10.0,3.0,36.0,237.5,2076.0,4.2,127.0,25.6,16.0,184.0,3792.5,11.4,81.8,55.2,4.0,13.0,39.0,0.0,213.0,82.5,15.0,7.0,1017.0
